gene_symbol,study
INS,Simonson2010apriorilist
INSR,Simonson2010apriorilist
ITGA1,Simonson2010apriorilist
ITGA2,Simonson2010apriorilist
ITPR1,Simonson2010apriorilist
ITPR2,Simonson2010apriorilist
JAG2,Simonson2010apriorilist
JAK2,Simonson2010apriorilist
KCNA5,Simonson2010apriorilist
KCNJ8,Simonson2010apriorilist
KCNMA1,Simonson2010apriorilist
KLRK1,Simonson2010apriorilist
KNG1,Simonson2010apriorilist
LCT,Simonson2010apriorilist
LONP1,Simonson2010apriorilist
MB,Simonson2010apriorilist
MMP14,Simonson2010apriorilist
MMP2,Simonson2010apriorilist
MT3,Simonson2010apriorilist
NARFL,Simonson2010apriorilist
NF1,Simonson2010apriorilist
NGB,Simonson2010apriorilist
NOS1,Simonson2010apriorilist
NOS2,Simonson2010apriorilist
NOS3,Simonson2010apriorilist
NOX4,Simonson2010apriorilist
NPPB,Simonson2010apriorilist
NPPC,Simonson2010apriorilist
NPR1,Simonson2010apriorilist
NQO1,Simonson2010apriorilist
NR4A2,Simonson2010apriorilist
OXTR,Simonson2010apriorilist
P2RX3,Simonson2010apriorilist
P2RX4,Simonson2010apriorilist
PDE5A,Simonson2010apriorilist
PDGFA,Simonson2010apriorilist
PDGFB,Simonson2010apriorilist
PDGFRA,Simonson2010apriorilist
PDIA2,Simonson2010apriorilist
PDLIM1,Simonson2010apriorilist
PDPN,Simonson2010apriorilist
PGF,Simonson2010apriorilist
PIK3C2A,Simonson2010apriorilist
PIK3C2B,Simonson2010apriorilist
PIK3C2G,Simonson2010apriorilist
PIK3C3,Simonson2010apriorilist
PIK3CA,Simonson2010apriorilist
PIK3CB,Simonson2010apriorilist
PIK3CD,Simonson2010apriorilist
PIK3CG,Simonson2010apriorilist
PIK3R1,Simonson2010apriorilist
PIK3R2,Simonson2010apriorilist
PIK3R3,Simonson2010apriorilist
PIP3-E,Simonson2010apriorilist
PLAT,Simonson2010apriorilist
PLAU,Simonson2010apriorilist
PLOD1,Simonson2010apriorilist
PLOD2,Simonson2010apriorilist
PML,Simonson2010apriorilist
PPARA,Simonson2010apriorilist
PRKAA1,Simonson2010apriorilist
PRKCQ,Simonson2010apriorilist
PSEN2,Simonson2010apriorilist
PTEN,Simonson2010apriorilist
PTK2B,Simonson2010apriorilist
PTX3,Simonson2010apriorilist
PYGM,Simonson2010apriorilist
RORA,Simonson2010apriorilist
RORB,Simonson2010apriorilist
RORC,Simonson2010apriorilist
RYR1,Simonson2010apriorilist
RYR2,Simonson2010apriorilist
SCNN1B,Simonson2010apriorilist
SCNN1G,Simonson2010apriorilist
SERPINA1,Simonson2010apriorilist
SHH,Simonson2010apriorilist
SLC11A2,Simonson2010apriorilist
SLC2A8,Simonson2010apriorilist
SLC8A1,Simonson2010apriorilist
SMAD3,Simonson2010apriorilist
SMAD4,Simonson2010apriorilist
SMAD9,Simonson2010apriorilist
SOCS3,Simonson2010apriorilist
SOD1,Simonson2010apriorilist
SOD2,Simonson2010apriorilist
SOD3,Simonson2010apriorilist
SPR,Simonson2010apriorilist
STAT5B,Simonson2010apriorilist
TDO2,Simonson2010apriorilist
TFRC,Simonson2010apriorilist
TGFB1,Simonson2010apriorilist
TGFB2,Simonson2010apriorilist
TGFB3,Simonson2010apriorilist
TGFBR1,Simonson2010apriorilist
TH,Simonson2010apriorilist
THBS1,Simonson2010apriorilist
TICAM1,Simonson2010apriorilist
TNF,Simonson2010apriorilist
TPTE,Simonson2010apriorilist
TPTE2,Simonson2010apriorilist
TRH,Simonson2010apriorilist
TXN,Simonson2010apriorilist
TXN2,Simonson2010apriorilist
TXNDC2,Simonson2010apriorilist
UBE2B,Simonson2010apriorilist
UBQLN1,Simonson2010apriorilist
UCN,Simonson2010apriorilist
UCN3,Simonson2010apriorilist
UCP3,Simonson2010apriorilist
USF1,Simonson2010apriorilist
VEGFA,Simonson2010apriorilist
VHL,Simonson2010apriorilist
VHLL,Simonson2010apriorilist
VLDLR,Simonson2010apriorilist
XRCC1,Simonson2010apriorilist
ANGPTL4,Simonson2010
CAMK2D,Simonson2010
CYP17A1,Simonson2010
CYP2E1,Simonson2010
EDNRA,Simonson2010
EGLN1,Simonson2010
EPAS1,Simonson2010
HMOX2,Simonson2010
PPARA,Simonson2010
PTEN,Simonson2010
ADAM12,Simonson2010
AKT3,Simonson2010
ANK3,Simonson2010
BLOC1S2,Simonson2010
CDH23,Simonson2010
CHUK,Simonson2010
CLIC4,Simonson2010
CNIH3,Simonson2010
DAB1,Simonson2010
DHTKD1,Simonson2010
DISC1,Simonson2010
EXOC8,Simonson2010
FRG2B,Simonson2010
HBD,Simonson2010
ITPKB,Simonson2010
KLF6,Simonson2010
LOC653544,Simonson2010
LRRC20,Simonson2010
MBL2,Simonson2010
NCRNA00081,Simonson2010
OR10J5,Simonson2010
OR51B4,Simonson2010
OR51M1,Simonson2010
PAX2,Simonson2010
PAX7,Simonson2010
PRDM2,Simonson2010
RPS24,Simonson2010
RSU1,Simonson2010
SEPHS1,Simonson2010
TRIM67,Simonson2010
TSNAX,Simonson2010
USH2A,Simonson2010
WNT8B,Simonson2010
ACTG1,Simonson2010
ADAMTS9,Simonson2010
ADCY1,Simonson2010
ADPRH,Simonson2010
AFTPH,Simonson2010
AKAP7,Simonson2010
ALK,Simonson2010
ALX4,Simonson2010
ANKRD10,Simonson2010
APLNR,Simonson2010
ARFGEF1,Simonson2010
ARL5A,Simonson2010
ASTN2,Simonson2010
ATP6V1E2,Simonson2010
B3GAT2,Simonson2010
B4GALT5,Simonson2010
BARX1,Simonson2010
BBS9,Simonson2010
BCL2L14,Simonson2010
BIRC6,Simonson2010
BLID,Simonson2010
BRUNOL5,Simonson2010
C11orf87,Simonson2010
C19orf28,Simonson2010
C19orf29,Simonson2010
C2orf61,Simonson2010
C3orf25,Simonson2010
C4orf43,Simonson2010
C7orf29,Simonson2010
CACNA1C,Simonson2010
CACNB4,Simonson2010
CADPS,Simonson2010
CCDC64,Simonson2010
CCDC77,Simonson2010
CDH13,Simonson2010
CELSR1,Simonson2010
CENPE,Simonson2010
CLTCL1,Simonson2010
CPA6,Simonson2010
CRAMP1L,Simonson2010
CSMD1,Simonson2010
CYP20A1,Simonson2010
CYTH3,Simonson2010
DGCR11,Simonson2010
DGCR14,Simonson2010
DGKG,Simonson2010
DHX40P,Simonson2010
DMP1,Simonson2010
DNAJC10,Simonson2010
DOHH,Simonson2010
DSEL,Simonson2010
DYRK2,Simonson2010
EDEM1,Simonson2010
EFCAB1,Simonson2010
ELMO1,Simonson2010
EPDR1,Simonson2010
ERG,Simonson2010
FBN3,Simonson2010
FGD6,Simonson2010
FSHR,Simonson2010
FSIP1,Simonson2010
GIMAP8,Simonson2010
GSG1L,Simonson2010
GTDC1,Simonson2010
H1FOO,Simonson2010
HERPUD2,Simonson2010
HLA-DRB5,Simonson2010
HLA-DRB6,Simonson2010
HN1L,Simonson2010
HSDL2,Simonson2010
IARS,Simonson2010
IL12B,Simonson2010
IL17A,Simonson2010
ING1,Simonson2010
INTS9,Simonson2010
ITGB8,Simonson2010
JARID2,Simonson2010
KCNE3,Simonson2010
KIAA0256,Simonson2010
KIAA1407,Simonson2010
KIAA1644,Simonson2010
KLF9,Simonson2010
LAMA1,Simonson2010
LASS4,Simonson2010
LOC100192379,Simonson2010
LOC150568,Simonson2010
LOC286135,Simonson2010
LOC643905,Simonson2010
LUZP2,Simonson2010
MACC1,Simonson2010
MAD1L1,Simonson2010
MAMDC2,Simonson2010
MAP1LC3B,Simonson2010
MAX,Simonson2010
MCC,Simonson2010
MCEE,Simonson2010
MCTP2,Simonson2010
MLYCD,Simonson2010
MRPS34,Simonson2010
MYBL1,Simonson2010
NALCN,Simonson2010
NDE1,Simonson2010
NDUFA7,Simonson2010
NELL1,Simonson2010
NKAIN2,Simonson2010
NME3,Simonson2010
NOX3,Simonson2010
NUAK1,Simonson2010
OPCML,Simonson2010
OR10AD1,Simonson2010
OR6B2,Simonson2010
PARD3B,Simonson2010
PCDH7,Simonson2010
PCLO,Simonson2010
PIP5K1C,Simonson2010
PLA1A,Simonson2010
PLCB4,Simonson2010
PRIM2,Simonson2010
PRKCE,Simonson2010
PRMT3,Simonson2010
PSMD9,Simonson2010
PTPDC1,Simonson2010
RAD51L1,Simonson2010
RFX7,Simonson2010
RHOB,Simonson2010
RHOF,Simonson2010
RNASEN,Simonson2010
RNF169,Simonson2010
RTP1,Simonson2010
RYBP,Simonson2010
SAMD5,Simonson2010
SATB1,Simonson2010
SC5DL,Simonson2010
SETD5,Simonson2010
SLC28A3,Simonson2010
SLC4A4,Simonson2010
SLC8A1,Simonson2010
SOBP,Simonson2010
SPATA2,Simonson2010
SRD5A2,Simonson2010
SRGAP3,Simonson2010
SSPO,Simonson2010
SYT10,Simonson2010
TBC1D1,Simonson2010
TCF4,Simonson2010
TEAD1,Simonson2010
TELO2,Simonson2010
THBS4,Simonson2010
THUMPD3,Simonson2010
TMEM120B,Simonson2010
TMEM155,Simonson2010
TMEM189,Simonson2010
TMEM204,Simonson2010
TMEM215,Simonson2010
TMEM63C,Simonson2010
TMEM86A,Simonson2010
TRIM34,Simonson2010
TRIM42,Simonson2010
TRPC3,Simonson2010
TTC8,Simonson2010
UBE2V1,Simonson2010
UBQLN3,Simonson2010
ULBP3,Simonson2010
UNC5C,Simonson2010
UTRN,Simonson2010
VEPH1,Simonson2010
VGLL4,Simonson2010
WDR21A,Simonson2010
WDR72,Simonson2010
WIPI1,Simonson2010
WWOX,Simonson2010
XDH,Simonson2010
XIRP2,Simonson2010
ZNF618,Simonson2010
ZNF638,Simonson2010
ZNF775,Simonson2010
ABHD5,Simonson2010
ADAMTS6,Simonson2010
AGBL4,Simonson2010
ANKRD44,Simonson2010
ANKS1B,Simonson2010
APC,Simonson2010
APOL4,Simonson2010
ARL6IP6,Simonson2010
ASAP2,Simonson2010
ASF1A,Simonson2010
ASNSD1,Simonson2010
ATRNL1,Simonson2010
ATXN7L2,Simonson2010
BLMH,Simonson2010
BMP5,Simonson2010
C10orf125,Simonson2010
C10orf32,Simonson2010
C1orf116,Simonson2010
C21orf33,Simonson2010
C21orf34,Simonson2010
C21orf7,Simonson2010
C7orf58,Simonson2010
CACNA1E,Simonson2010
CCDC148,Simonson2010
CCT5,Simonson2010
CD2AP,Simonson2010
CDH9,Simonson2010
CDYL,Simonson2010
CEP350,Simonson2010
CHRNA6,Simonson2010
CLINT1,Simonson2010
COL21A1,Simonson2010
CPEB2,Simonson2010
CUEDC2,Simonson2010
CXCL5,Simonson2010
DBF4B,Simonson2010
DHX35,Simonson2010
DPPA2,Simonson2010
EFEMP1,Simonson2010
ENTPD1,Simonson2010
EPC2,Simonson2010
EPHA6,Simonson2010
ERH,Simonson2010
ETNK1,Simonson2010
EXOC4,Simonson2010
FAM163A,Simonson2010
FAM59A,Simonson2010
FAM83C,Simonson2010
FBXL15,Simonson2010
FBXW12,Simonson2010
FCER1A,Simonson2010
FDPS,Simonson2010
FLJ46210,Simonson2010
FOXA2,Simonson2010
FOXP1,Simonson2010
FRMPD2,Simonson2010
FSTL1,Simonson2010
GAB1,Simonson2010
GABRR1,Simonson2010
GALNT13,Simonson2010
GBAP,Simonson2010
GCC1,Simonson2010
GCNT2,Simonson2010
GHDC,Simonson2010
GPBAR1,Simonson2010
GRID2,Simonson2010
GRSF1,Simonson2010
GUSB,Simonson2010
GYS2,Simonson2010
HAVCR1,Simonson2010
HCP5,Simonson2010
HMGN3,Simonson2010
HNF4G,Simonson2010
HSPA5,Simonson2010
IFRD1,Simonson2010
INPP4B,Simonson2010
KCNIP4,Simonson2010
KIAA1217,Simonson2010
KITLG,Simonson2010
KLF12,Simonson2010
KRTCAP2,Simonson2010
LBXCOR1,Simonson2010
LINGO2,Simonson2010
LOC100130264,Simonson2010
LOC401397,Simonson2010
LYPD6,Simonson2010
MAGI1,Simonson2010
MBOAT2,Simonson2010
MKI67IP,Simonson2010
MORC1,Simonson2010
MYOF,Simonson2010
NAALADL2,Simonson2010
NCRNA00099,Simonson2010
NMRAL1,Simonson2010
NOX4,Simonson2010
NRF1,Simonson2010
NXNL2,Simonson2010
OPN5,Simonson2010
ORMDL1,Simonson2010
OTOL1,Simonson2010
P2RX3,Simonson2010
PA2G4P4,Simonson2010
PAK2,Simonson2010
PARD6B,Simonson2010
PCDH15,Simonson2010
PD2,Simonson2010
PDE4D,Simonson2010
PFKFB2,Simonson2010
PHACTR1,Simonson2010
PKHD1,Simonson2010
PLXNB1,Simonson2010
PMPCA,Simonson2010
PNKD,Simonson2010
PPARG,Simonson2010
PRDM7,Simonson2010
PRSS1,Simonson2010
PTPRF,Simonson2010
PZP,Simonson2010
QSER1,Simonson2010
RAPGEF2,Simonson2010
RAPH1,Simonson2010
RASA1,Simonson2010
RGMA,Simonson2010
RNF180,Simonson2010
RTN1,Simonson2010
SCAND1,Simonson2010
SCRG1,Simonson2010
SDCCAG3,Simonson2010
SDK1,Simonson2010
SGIP1,Simonson2010
SH2D7,Simonson2010
SLC15A2,Simonson2010
SLC25A26,Simonson2010
SLIT2,Simonson2010
SLITRK6,Simonson2010
SOX5,Simonson2010
SPRN,Simonson2010
SULT1C3,Simonson2010
SV2B,Simonson2010
SYT16,Simonson2010
TAF4B,Simonson2010
TCEA3,Simonson2010
TIPARP,Simonson2010
TNKS1BP1,Simonson2010
TRIM8,Simonson2010
TRPV6,Simonson2010
TTC17,Simonson2010
UQCC,Simonson2010
USP38,Simonson2010
VSNL1,Simonson2010
WDR49,Simonson2010
WNK2,Simonson2010
XPR1,Simonson2010
ZBTB20,Simonson2010
ZNF131,Simonson2010
ZNF37A,Simonson2010
ZNF800,Simonson2010
ZPBP,Simonson2010
ABI2,Simonson2010
ADNP,Simonson2010
AGPAT3,Simonson2010
ANK2,Simonson2010
ANO10,Simonson2010
API5,Simonson2010
APOL2,Simonson2010
ARHGAP28,Simonson2010
ARSG,Simonson2010
AS3MT,Simonson2010
BACH1,Simonson2010
BAHCC1,Simonson2010
BBS7,Simonson2010
BDH2,Simonson2010
BEND7,Simonson2010
BMPR1B,Simonson2010
C10orf54,Simonson2010
C10orf95,Simonson2010
C12orf67,Simonson2010
C16orf38,Simonson2010
C1orf124,Simonson2010
C1orf2,Simonson2010
C1orf95,Simonson2010
C22orf26,Simonson2010
C2orf62,Simonson2010
C4BPB,Simonson2010
C5orf22,Simonson2010
C6orf138,Simonson2010
C7orf34,Simonson2010
C7orf53,Simonson2010
C9orf129,Simonson2010
C9orf163,Simonson2010
CALM2,Simonson2010
CARKD,Simonson2010
CCDC43,Simonson2010
CCDC51,Simonson2010
CCNA2,Simonson2010
CCNJ,Simonson2010
CD320,Simonson2010
CDGAP,Simonson2010
CHD2,Simonson2010
CHRDL2,Simonson2010
CHRNB3,Simonson2010
CIB2,Simonson2010
CORO7,Simonson2010
CSPP1,Simonson2010
CTDSP1,Simonson2010
CUBN,Simonson2010
CXCL3,Simonson2010
CYB561D1,Simonson2010
DARC,Simonson2010
DEPDC7,Simonson2010
DPF3,Simonson2010
DPPA4,Simonson2010
DYSF,Simonson2010
EAF2,Simonson2010
EFCAB5,Simonson2010
EIF2AK1,Simonson2010
EIF6,Simonson2010
ELAVL4,Simonson2010
EPB41L2,Simonson2010
ERLIN1,Simonson2010
ETV5,Simonson2010
EXOSC9,Simonson2010
EXT2,Simonson2010
EXTL3,Simonson2010
FAM100A,Simonson2010
FAM173B,Simonson2010
FAM184A,Simonson2010
FAM3C,Simonson2010
FAM83D,Simonson2010
FLJ43390,Simonson2010
FMNL2,Simonson2010
FSCN3,Simonson2010
FZR1,Simonson2010
GAPVD1,Simonson2010
GAS8,Simonson2010
GDF5,Simonson2010
GNAI3,Simonson2010
GPR111,Simonson2010
GPR135,Simonson2010
GPR85,Simonson2010
GSC2,Simonson2010
HBE1,Simonson2010
HEATR6,Simonson2010
HIF1AN,Simonson2010
HIRA,Simonson2010
HLA-DQA1,Simonson2010
HLA-DQB1,Simonson2010
HMG20B,Simonson2010
HMGCS1,Simonson2010
HSBP1,Simonson2010
IFT122,Simonson2010
IFT140,Simonson2010
IGFALS,Simonson2010
ITGBL1,Simonson2010
KANK3,Simonson2010
KIAA1737,Simonson2010
KIAA1958,Simonson2010
KIF13B,Simonson2010
KIF5C,Simonson2010
KILLIN,Simonson2010
KRBA1,Simonson2010
LDHB,Simonson2010
LEKR1,Simonson2010
LOC100129055,Simonson2010
LOC338799,Simonson2010
LOC389151,Simonson2010
LOC399959,Simonson2010
LOC642846,Simonson2010
LOC653545,Simonson2010
LOH12CR2,Simonson2010
LRIG1,Simonson2010
LRRC55,Simonson2010
MAP2K5,Simonson2010
MBD4,Simonson2010
MEP1B,Simonson2010
MEPE,Simonson2010
MICA,Simonson2010
MOBKL1A,Simonson2010
MYEOV2,Simonson2010
MYH11,Simonson2010
NDUFB4,Simonson2010
NEB,Simonson2010
NFIC,Simonson2010
NINJ2,Simonson2010
NOTCH1,Simonson2010
NPFFR1,Simonson2010
NUDT5,Simonson2010
OGN,Simonson2010
OR10J1,Simonson2010
OR51B2,Simonson2010
OR51I1,Simonson2010
OR52H1,Simonson2010
OTOS,Simonson2010
PAIP2B,Simonson2010
PAOX,Simonson2010
PDCD4,Simonson2010
PDE4B,Simonson2010
PFKM,Simonson2010
PHF20,Simonson2010
PKLR,Simonson2010
PMS1,Simonson2010
PNRC1,Simonson2010
POLD3,Simonson2010
POLR3A,Simonson2010
PPP1R14C,Simonson2010
PRAP1,Simonson2010
PRG2,Simonson2010
PRG3,Simonson2010
PSMA8,Simonson2010
PTGIS,Simonson2010
PTX3,Simonson2010
QTRTD1,Simonson2010
RASSF10,Simonson2010
REPIN1,Simonson2010
RPL39L,Simonson2010
RPP40,Simonson2010
RUNX3,Simonson2010
SAP30,Simonson2010
SCD,Simonson2010
SCML4,Simonson2010
SENP5,Simonson2010
SERINC5,Simonson2010
SERPINI1,Simonson2010
SERTAD2,Simonson2010
SHC4,Simonson2010
SLC24A3,Simonson2010
SLC39A9,Simonson2010
SLC6A13,Simonson2010
SLC6A5,Simonson2010
SLC9A8,Simonson2010
SMAP1,Simonson2010
SMC5,Simonson2010
SMC6,Simonson2010
SNAI1,Simonson2010
SNORA70C,Simonson2010
SPIN1,Simonson2010
SPTY2D1,Simonson2010
SRP19,Simonson2010
ST3GAL3,Simonson2010
STAT5B,Simonson2010
SULT1C2,Simonson2010
SYCE1,Simonson2010
TAF1L,Simonson2010
THBS1,Simonson2010
TIMD4,Simonson2010
TMEM184C,Simonson2010
TMEM189-,Simonson2010
TMEM39A,Simonson2010
TMIGD1,Simonson2010
TOR1AIP2,Simonson2010
TRIM46,Simonson2010
TRY6,Simonson2010
TSEN2,Simonson2010
TSN,Simonson2010
TSSK2,Simonson2010
TTC27,Simonson2010
TXNDC3,Simonson2010
UBLCP1,Simonson2010
UBQLNL,Simonson2010
UCN2,Simonson2010
VCPIP1,Simonson2010
VEZT,Simonson2010
VKORC1L1,Simonson2010
WDR66,Simonson2010
YTHDC2,Simonson2010
ZCCHC14,Simonson2010
ZEB2,Simonson2010
ZNF436,Simonson2010
ADAM11,Simonson2010
AMIGO1,Simonson2010
ANKAR,Simonson2010
APOL3,Simonson2010
ARF5,Simonson2010
ARL3,Simonson2010
ARPC2,Simonson2010
ASL,Simonson2010
ATRIP,Simonson2010
B4GALNT3,Simonson2010
BCAS4,Simonson2010
BCL7A,Simonson2010
C12orf68,Simonson2010
C14orf149,Simonson2010
C1orf104,Simonson2010
C3orf55,Simonson2010
C4BPA,Simonson2010
C8orf44,Simonson2010
CA4,Simonson2010
CADM3,Simonson2010
CALY,Simonson2010
CCDC55,Simonson2010
CCDC72,Simonson2010
CCL25,Simonson2010
CEP250,Simonson2010
CLCN7,Simonson2010
CLK2,Simonson2010
CMBL,Simonson2010
CNNM2,Simonson2010
CPD,Simonson2010
CWF19L1,Simonson2010
DBNDD1,Simonson2010
DNAJA3,Simonson2010
DRD3,Simonson2010
DUX4,Simonson2010
EPB41L1,Simonson2010
EPHB6,Simonson2010
FBXO31,Simonson2010
FSCN2,Simonson2010
GALNT7,Simonson2010
GALNTL1,Simonson2010
GBA,Simonson2010
GBF1,Simonson2010
GEN1,Simonson2010
GNPAT,Simonson2010
GPR115,Simonson2010
HAGH,Simonson2010
HBG1,Simonson2010
HLA-B,Simonson2010
HLA-DRB1,Simonson2010
HMBOX1,Simonson2010
HNRNPR,Simonson2010
HPD,Simonson2010
IBSP,Simonson2010
IFRG15,Simonson2010
ILDR1,Simonson2010
INPP5E,Simonson2010
JARID1A,Simonson2010
JMJD2A,Simonson2010
KIAA0430,Simonson2010
KTELC1,Simonson2010
LHFPL4,Simonson2010
LOC100127889,Simonson2010
LOC653543,Simonson2010
LOC729627,Simonson2010
LOC90826,Simonson2010
LRP6,Simonson2010
MCM9,Simonson2010
MGC42105,Simonson2010
MKRN2,Simonson2010
MPHOSPH10,Simonson2010
MTG1,Simonson2010
NDUFA10,Simonson2010
NHEDC2,Simonson2010
OR51B5,Simonson2010
OR51Q1,Simonson2010
OR52B6,Simonson2010
OSGIN1,Simonson2010
PDCD10,Simonson2010
PIGZ,Simonson2010
PKD2L1,Simonson2010
PPA1,Simonson2010
PPBP,Simonson2010
PPP1R2P3,Simonson2010
PRPF40A,Simonson2010
PRRG4,Simonson2010
PRSS2,Simonson2010
PTPN5,Simonson2010
RAB11B,Simonson2010
RAB20,Simonson2010
RABEPK,Simonson2010
RARRES2,Simonson2010
RBM25,Simonson2010
RHO,Simonson2010
RNF114,Simonson2010
RPS28,Simonson2010
RUFY3,Simonson2010
SEC31B,Simonson2010
SEC61A2,Simonson2010
SFRP4,Simonson2010
SHOC2,Simonson2010
SLC11A1,Simonson2010
SLC43A3,Simonson2010
SNAPC4,Simonson2010
SNORA84,Simonson2010
SPSB3,Simonson2010
SRrp35,Simonson2010
ST6GAL1,Simonson2010
STAT5A,Simonson2010
SULT1C4,Simonson2010
SYPL2,Simonson2010
TBC1D2B,Simonson2010
TBXA2R,Simonson2010
TKTL2,Simonson2010
TRAPPC10,Simonson2010
TRIM6-,Simonson2010
UNKL,Simonson2010
USP42,Simonson2010
WNT16,Simonson2010
ZDHHC22,Simonson2010
ZNF862,Simonson2010
AAMP,Simonson2010
ANXA5,Simonson2010
APOL1,Simonson2010
ASB8,Simonson2010
C14orf100,Simonson2010
C16orf3,Simonson2010
C16orf5,Simonson2010
C17orf70,Simonson2010
C19orf71,Simonson2010
C1orf131,Simonson2010
C1orf213,Simonson2010
C20orf152,Simonson2010
C3orf1,Simonson2010
CARS2,Simonson2010
CC2D2B,Simonson2010
CDC123,Simonson2010
CXCL2,Simonson2010
DGCR2,Simonson2010
DPM1,Simonson2010
ECHS1,Simonson2010
EME2,Simonson2010
ERGIC3,Simonson2010
FCAMR,Simonson2010
GNAT2,Simonson2010
GPR61,Simonson2010
HBB,Simonson2010
HBG2,Simonson2010
HCN3,Simonson2010
HMGB2,Simonson2010
IGSF22,Simonson2010
IQCB1,Simonson2010
KEL,Simonson2010
LOC152217,Simonson2010
LOC283951,Simonson2010
LOC284422,Simonson2010
LOC619207,Simonson2010
LRRC61,Simonson2010
MANSC1,Simonson2010
MAPK8IP3,Simonson2010
MICB,Simonson2010
NDUFB8,Simonson2010
NECAB2,Simonson2010
NFKB2,Simonson2010
NOL8,Simonson2010
OR10J3,Simonson2010
OR51I2,Simonson2010
OR6B3,Simonson2010
OSGEPL1,Simonson2010
PAX4,Simonson2010
PM20D2,Simonson2010
PMS2,Simonson2010
PROCR,Simonson2010
PWP2,Simonson2010
REEP5,Simonson2010
RPL32P3,Simonson2010
RTN4RL2,Simonson2010
SAR1A,Simonson2010
SCAMP3,Simonson2010
SEC16A,Simonson2010
SETD1B,Simonson2010
SFXN2,Simonson2010
SGK3,Simonson2010
SHISA5,Simonson2010
SLC6A4,Simonson2010
SNORA12,Simonson2010
STAT3,Simonson2010
THBS3,Simonson2010
TMBIM1,Simonson2010
TOR1AIP1,Simonson2010
TREX1,Simonson2010
TRIM6,Simonson2010
ZFYVE1,Simonson2010
ZNF467,Simonson2010
ASH1L,Simonson2010
C10orf26,Simonson2010
CD80,Simonson2010
CENPP,Simonson2010
COL7A1,Simonson2010
CPN1,Simonson2010
DCP2,Simonson2010
GIPC3,Simonson2010
HBBP1,Simonson2010
HCG26,Simonson2010
JTV1,Simonson2010
LOC728410,Simonson2010
MMP24,Simonson2010
MTX1,Simonson2010
MUC1,Simonson2010
NCBP2,Simonson2010
NPLOC4,Simonson2010
NUBP2,Simonson2010
OR51B6,Simonson2010
OR52D1,Simonson2010
PF4,Simonson2010
PFKFB4,Simonson2010
PLXND1,Simonson2010
PSD,Simonson2010
RUSC1,Simonson2010
SLC25A1,Simonson2010
SND1,Simonson2010
SSRP1,Simonson2010
TRPV5,Simonson2010
VIL1,Simonson2010
YOD1,Simonson2010
EPAS1 ,Peng2010otherstudyoverlap
EGNL1 ,Peng2010otherstudyoverlap
STATA5B ,Peng2010otherstudyoverlap
HBB,Peng2010otherstudyoverlap
and,Peng2010otherstudyoverlap
HBG2 ,Peng2010otherstudyoverlap
EP300 ,Peng2010otherstudyoverlap
CAMK2D ,Peng2010otherstudyoverlap
EDNRA ,Peng2010otherstudyoverlap
PTEN ,Peng2010otherstudyoverlap
CYP17A1 ,Peng2010otherstudyoverlap
CYP2E1 ,Peng2010otherstudyoverlap
HMOX2 ,Peng2010otherstudyoverlap
ANGPTL4 ,Peng2010otherstudyoverlap
PPARA ,Peng2010otherstudyoverlap
TGFBR3 ,Peng2010otherstudyoverlap
GCH1 ,Peng2010otherstudyoverlap
PIK3R1 ,Peng2010otherstudyoverlap
ELN,Peng2010
LIMK1,Peng2010
EP300,Peng2010
L3MBTL2,Peng2010
RANGAP1,Peng2010
ZC3H7B,Peng2010
TEF,Peng2010
TOB2,Peng2010
PHF5A,Peng2010
ACO2,Peng2010
POLR3H,Peng2010
CSDC2,Peng2010
PMM1,Peng2010
D15Wsu75e,Peng2010
FAM109A,Peng2010
SH2B3,Peng2010
ATXN2,Peng2010
FGR,Peng2010
IFI6,Peng2010
FLJ35773,Peng2010
FUT3,Peng2010
FUT5,Peng2010
NDUFA11,Peng2010
VMAC,Peng2010
CAPS,Peng2010
RANBP3,Peng2010
GCC2,Peng2010
LIMS1,Peng2010
RANBP2,Peng2010
FLJ32745,Peng2010
EDAR,Peng2010
GNA14,Peng2010
GNAQ,Peng2010
GRIK2,Peng2010
GRM7,Peng2010
GUSBL2,Peng2010
HIST1H3G,Peng2010
HIST1H2BI,Peng2010
HIST1H4H,Peng2010
BTN3A2,Peng2010
BTN2A2,Peng2010
HK1,Peng2010
ITSN1,Peng2010
ATP5O,Peng2010
KCNJ6,Peng2010
LOC441168,Peng2010
C6orf188,Peng2010
C6orf78,Peng2010
LPHN2,Peng2010
MAPKAPK2,Peng2010
MCPH1,Peng2010
NLGN1,Peng2010
NRXN1,Peng2010
NUDT3,Peng2010
OAS1,Peng2010
OAS3,Peng2010
OAS2,Peng2010
OR12D2,Peng2010
OR11A1,Peng2010
OR10C1,Peng2010
PAPOLG,Peng2010
REL,Peng2010
FLJ32312,Peng2010
PEX13,Peng2010
PDGFC,Peng2010
PGM5,Peng2010
PHACTR1,Peng2010
PHOSPHO1,Peng2010
FLJ40194,Peng2010
ZNF652,Peng2010
PIK3R1,Peng2010
PIP5K1B,Peng2010
PRDM16,Peng2010
ARHGEF16,Peng2010
PRIM2A,Peng2010
PRKCE,Peng2010
EPAS1,Peng2010
ATP6V1E2,Peng2010
RHOQ,Peng2010
PIGF,Peng2010
CRIPT,Peng2010
RASGRF2,Peng2010
SAMD4A,Peng2010
GCH1,Peng2010
SEZ6L,Peng2010
SLC17A4,Peng2010
SLC17A1,Peng2010
