gene_symbol,occurrence,studies
HSPA4,1,Sheinfeldt2012
GBX2,1,Sheinfeldt2012
ASB18,1,Sheinfeldt2012
FUT11,1,Sheinfeldt2012
CHCHD1,1,Sheinfeldt2012
KIAA0913,1,Sheinfeldt2012
NDST2,1,Sheinfeldt2012
CAMK2G,1,Sheinfeldt2012
AGTPBP1,1,Sheinfeldt2012
AKR7A3,1,Sheinfeldt2012
AKR7A2,1,Sheinfeldt2012
PQLC2,1,Sheinfeldt2012
CAPZB,1,Sheinfeldt2012
ALAS1,1,Sheinfeldt2012
TLR9,1,Sheinfeldt2012
TWF2,1,Sheinfeldt2012
PPM1M,1,Sheinfeldt2012
WDR82,1,Sheinfeldt2012
GLYCTK,1,Sheinfeldt2012
DNAH1,1,Sheinfeldt2012
AP3B1,1,Sheinfeldt2012
AP3M2,1,Sheinfeldt2012
IKBKB,1,Sheinfeldt2012
APOA1BP,1,Sheinfeldt2012
GPATCH4,1,Sheinfeldt2012
HAPLN2,1,Sheinfeldt2012
NES,1,Sheinfeldt2012
CRABP2,1,Sheinfeldt2012
ISG20L2,1,Sheinfeldt2012
RRNAD1,1,Sheinfeldt2012
MRPL24,1,Sheinfeldt2012
HDGF,1,Sheinfeldt2012
PRCC,1,Sheinfeldt2012
ARHGAP19,1,Sheinfeldt2012
SLIT1,1,Sheinfeldt2012
HAUS5,1,Sheinfeldt2012
RBM42,1,Sheinfeldt2012
ETV2,1,Sheinfeldt2012
SPATA12,1,Sheinfeldt2012
IL17RD,1,Sheinfeldt2012
HESX1,1,Sheinfeldt2012
ATG3,1,Sheinfeldt2012
BTLA,1,Sheinfeldt2012
SLC35A5,1,Sheinfeldt2012
BRE,1,Sheinfeldt2012
FOSL2,1,Sheinfeldt2012
PLB1,1,Sheinfeldt2012
BRP44,1,Sheinfeldt2012
DCAF6,1,Sheinfeldt2012
GPR161,1,Sheinfeldt2012
C12orf35,1,Sheinfeldt2012
C12orf55,1,Sheinfeldt2012
C12orf63,1,Sheinfeldt2012
NEDD1,1,Sheinfeldt2012
C14orf101,1,Sheinfeldt2012
OTX2,1,Sheinfeldt2012
C15orf52,1,Sheinfeldt2012
C15orf23,1,Sheinfeldt2012
PLCB2,1,Sheinfeldt2012
C15orf56,1,Sheinfeldt2012
PHGR1,1,Sheinfeldt2012
DISP2,1,Sheinfeldt2012
BUB1B,1,Sheinfeldt2012
PAK6,1,Sheinfeldt2012
C16orf78,1,Sheinfeldt2012
ZNF423,1,Sheinfeldt2012
C18orf8,1,Sheinfeldt2012
NPC1,1,Sheinfeldt2012
ANKRD29,1,Sheinfeldt2012
LAMA3,1,Sheinfeldt2012
C1orf137,1,Sheinfeldt2012
CD2,1,Sheinfeldt2012
TMEM57,1,Sheinfeldt2012
C1QC,1,Sheinfeldt2012
C1QB,1,Sheinfeldt2012
EPHB2,1,Sheinfeldt2012
C5orf17,1,Sheinfeldt2012
C7orf44,1,Sheinfeldt2012
BLVRA,1,Sheinfeldt2012
C9orf104,1,Sheinfeldt2012
COL5A1,1,Sheinfeldt2012
C9orf123,1,Sheinfeldt2012
CA10,1,Sheinfeldt2012
CACNB2,1,Sheinfeldt2012
CDC73,1,Sheinfeldt2012
CDHR1,1,Sheinfeldt2012
LRIT2,1,Sheinfeldt2012
LRIT1,1,Sheinfeldt2012
RGR,1,Sheinfeldt2012
FAM190B,1,Sheinfeldt2012
GRAMD4,1,Sheinfeldt2012
CERK,1,Sheinfeldt2012
CEP135,1,Sheinfeldt2012
KIAA1211,1,Sheinfeldt2012
CHL1,1,Sheinfeldt2012
KLF13,1,Sheinfeldt2012
CLDN14,1,Sheinfeldt2012
CNTN6,1,Sheinfeldt2012
COMMD10,1,Sheinfeldt2012
SEMA6A,1,Sheinfeldt2012
COPS3,1,Sheinfeldt2012
NT5M,1,Sheinfeldt2012
CREG2,1,Sheinfeldt2012
RFX8,1,Sheinfeldt2012
CSTA,1,Sheinfeldt2012
CCDC58,1,Sheinfeldt2012
WDR5B,1,Sheinfeldt2012
KPNA1,1,Sheinfeldt2012
CTTNBP2NL,1,Sheinfeldt2012
WNT2B,1,Sheinfeldt2012
ST7L,1,Sheinfeldt2012
PLA2G7,1,Sheinfeldt2012
MEP1A,1,Sheinfeldt2012
DCDC5,1,Sheinfeldt2012
DCDC1,1,Sheinfeldt2012
DERL1,1,Sheinfeldt2012
DOK5,1,Sheinfeldt2012
DPRX,1,Sheinfeldt2012
NLRP12,1,Sheinfeldt2012
FAM26F,1,Sheinfeldt2012
BET3L,1,Sheinfeldt2012
FAM26E,1,Sheinfeldt2012
FAM26D,1,Sheinfeldt2012
DUS2L,1,Sheinfeldt2012
NFATC3,1,Sheinfeldt2012
ESRP2,1,Sheinfeldt2012
PLA2G15,1,Sheinfeldt2012
EDDM3A,1,Sheinfeldt2012
EDDM3B,1,Sheinfeldt2012
RNASE6,1,Sheinfeldt2012
RNASE1,1,Sheinfeldt2012
RNASE3,1,Sheinfeldt2012
ENOX1,1,Sheinfeldt2012
EPHA2,1,Sheinfeldt2012
ARHGEF19,1,Sheinfeldt2012
ANO7L1,1,Sheinfeldt2012
RSG1,1,Sheinfeldt2012
C1orf134,1,Sheinfeldt2012
EPT1,1,Sheinfeldt2012
C2orf39,1,Sheinfeldt2012
OTOF,1,Sheinfeldt2012
ERICH1,1,Sheinfeldt2012
ESRRB,1,Sheinfeldt2012
ETV1,1,Sheinfeldt2012
EXOSC7,1,Sheinfeldt2012
CLEC3B,1,Sheinfeldt2012
CDCP1,1,Sheinfeldt2012
EYA4,1,Sheinfeldt2012
FAM179A,1,Sheinfeldt2012
C2orf71,1,Sheinfeldt2012
CLIP4,1,Sheinfeldt2012
ZHX1,1,Sheinfeldt2012
ATAD2,1,Sheinfeldt2012
FANCM,1,Sheinfeldt2012
MIS18BP1,1,Sheinfeldt2012
FGF9,1,Sheinfeldt2012
H6PD,1,Sheinfeldt2012
SPSB1,1,Sheinfeldt2012
HECTD2,1,Sheinfeldt2012
KCNH1,1,Sheinfeldt2012
HIATL1,1,Sheinfeldt2012
FBP2,1,Sheinfeldt2012
FBP1,1,Sheinfeldt2012
HMX2,1,Sheinfeldt2012
HMX3,1,Sheinfeldt2012
BUB3,1,Sheinfeldt2012
ACADSB,1,Sheinfeldt2012
HNMT,1,Sheinfeldt2012
IL19,1,Sheinfeldt2012
IL20,1,Sheinfeldt2012
IL24,1,Sheinfeldt2012
FAIM3,1,Sheinfeldt2012
PIGR,1,Sheinfeldt2012
INHBA,1,Sheinfeldt2012
ITCH,1,Sheinfeldt2012
DYNLRB1,1,Sheinfeldt2012
MAP1LC3A,1,Sheinfeldt2012
PIGU,1,Sheinfeldt2012
ITGA8,1,Sheinfeldt2012
FAM188A,1,Sheinfeldt2012
ITIH5,1,Sheinfeldt2012
KCNK1,1,Sheinfeldt2012
KCNV1,1,Sheinfeldt2012
AASDH,1,Sheinfeldt2012
PPAT,1,Sheinfeldt2012
PAICS,1,Sheinfeldt2012
SRP72,1,Sheinfeldt2012
ARL9,1,Sheinfeldt2012
C9orf80,1,Sheinfeldt2012
SNX30,1,Sheinfeldt2012
KIF26B,1,Sheinfeldt2012
GTF2A1L,1,Sheinfeldt2012
LHCGR,1,Sheinfeldt2012
LAMA2,1,Sheinfeldt2012
LINGO1,1,Sheinfeldt2012
LIPA,1,Sheinfeldt2012
IFIT3,1,Sheinfeldt2012
IFIT1B,1,Sheinfeldt2012
IFIT1,1,Sheinfeldt2012
IFIT5,1,Sheinfeldt2012
SLC16A12,1,Sheinfeldt2012
LRP1B,1,Sheinfeldt2012
LRRC16A,1,Sheinfeldt2012
MBTPS1,1,Sheinfeldt2012
LRRC8C,1,Sheinfeldt2012
LRRC8D,1,Sheinfeldt2012
MCF2L2,1,Sheinfeldt2012
B3GNT5,1,Sheinfeldt2012
MED12L,1,Sheinfeldt2012
P2RY12,1,Sheinfeldt2012
IGSF10,1,Sheinfeldt2012
MEIG1,1,Sheinfeldt2012
ACBD7,1,Sheinfeldt2012
NMT2,1,Sheinfeldt2012
C10orf111,1,Sheinfeldt2012
RPP38,1,Sheinfeldt2012
METTL2A,1,Sheinfeldt2012
TLK2,1,Sheinfeldt2012
MRC2,1,Sheinfeldt2012
ST6GALNAC3,1,Sheinfeldt2012
MYCBP2,1,Sheinfeldt2012
MYL10,1,Sheinfeldt2012
MYOD1,1,Sheinfeldt2012
NAA16,1,Sheinfeldt2012
C13orf15,1,Sheinfeldt2012
NAALAD2,1,Sheinfeldt2012
CHORDC1,1,Sheinfeldt2012
NAPEPLD,1,Sheinfeldt2012
PMPCB,1,Sheinfeldt2012
DNAJC2,1,Sheinfeldt2012
NMU,1,Sheinfeldt2012
NTM,1,Sheinfeldt2012
ONECUT1,1,Sheinfeldt2012
KIAA1370,1,Sheinfeldt2012
OPN4,1,Sheinfeldt2012
LDB3,1,Sheinfeldt2012
OR1G1,1,Sheinfeldt2012
OR1A2,1,Sheinfeldt2012
OR1D2,1,Sheinfeldt2012
OR1A1,1,Sheinfeldt2012
OR1L8,1,Sheinfeldt2012
OR1Q1,1,Sheinfeldt2012
OR1B1,1,Sheinfeldt2012
OR1L1,1,Sheinfeldt2012
OR1L3,1,Sheinfeldt2012
OR1L4,1,Sheinfeldt2012
OR1L6,1,Sheinfeldt2012
OR1N2,1,Sheinfeldt2012
SKA2L,1,Sheinfeldt2012
OR5C1,1,Sheinfeldt2012
PDCL,1,Sheinfeldt2012
OR1K1,1,Sheinfeldt2012
OR2AG1,1,Sheinfeldt2012
OR6A2,1,Sheinfeldt2012
OR10A5,1,Sheinfeldt2012
OR10A2,1,Sheinfeldt2012
OR10A4,1,Sheinfeldt2012
OR2D2,1,Sheinfeldt2012
OR2D3,1,Sheinfeldt2012
ZNF215,1,Sheinfeldt2012
OVGP1,1,Sheinfeldt2012
WDR77,1,Sheinfeldt2012
ATP5F1,1,Sheinfeldt2012
C1orf162,1,Sheinfeldt2012
ADORA3,1,Sheinfeldt2012
PAPPAS,1,Sheinfeldt2012
PARP1,1,Sheinfeldt2012
ACBD3,1,Sheinfeldt2012
MIXL1,1,Sheinfeldt2012
LIN9,1,Sheinfeldt2012
PARP6,1,Sheinfeldt2012
CELF6,1,Sheinfeldt2012
HEXA,1,Sheinfeldt2012
TMEM202,1,Sheinfeldt2012
PBLD,1,Sheinfeldt2012
HNRNPH3,1,Sheinfeldt2012
RUFY2,1,Sheinfeldt2012
DNA2,1,Sheinfeldt2012
CYP2R1,1,Sheinfeldt2012
RHOBTB2,1,Sheinfeldt2012
TNFRSF10B,1,Sheinfeldt2012
TNFRSF10C,1,Sheinfeldt2012
PGM2,1,Sheinfeldt2012
PTTG2,1,Sheinfeldt2012
PHB,1,Sheinfeldt2012
NGFR,1,Sheinfeldt2012
PITPNC1,1,Sheinfeldt2012
NOL11,1,Sheinfeldt2012
PIWIL4,1,Sheinfeldt2012
FUT4,1,Sheinfeldt2012
MRE11A,1,Sheinfeldt2012
GPR83,1,Sheinfeldt2012
PLCXD3,1,Sheinfeldt2012
PLEKHA8P1,1,Sheinfeldt2012
ANO6,1,Sheinfeldt2012
SYT2,1,Sheinfeldt2012
PRKAG2,1,Sheinfeldt2012
GALNTL5,1,Sheinfeldt2012
PRKCZ,1,Sheinfeldt2012
C1orf86,1,Sheinfeldt2012
SKI,1,Sheinfeldt2012
PRNP,1,Sheinfeldt2012
PRND,1,Sheinfeldt2012
PRNT,1,Sheinfeldt2012
RASSF2,1,Sheinfeldt2012
PROX1,1,Sheinfeldt2012
PRR16,1,Sheinfeldt2012
PSG1,1,Sheinfeldt2012
PSG6,1,Sheinfeldt2012
PSG7,1,Sheinfeldt2012
PSG11,1,Sheinfeldt2012
PTMA,1,Sheinfeldt2012
PDE6D,1,Sheinfeldt2012
COPS7B,1,Sheinfeldt2012
PTPRG,1,Sheinfeldt2012
PVRL1,1,Sheinfeldt2012
FASN,1,Sheinfeldt2012
CCDC57,1,Sheinfeldt2012
RAPGEF4,1,Sheinfeldt2012
RASSF3,1,Sheinfeldt2012
GNS,1,Sheinfeldt2012
RBM17,1,Sheinfeldt2012
RNASEL,1,Sheinfeldt2012
RGS16,1,Sheinfeldt2012
RGS8,1,Sheinfeldt2012
RNF183,1,Sheinfeldt2012
WDR31,1,Sheinfeldt2012
BSPRY,1,Sheinfeldt2012
HDHD3,1,Sheinfeldt2012
POLE3,1,Sheinfeldt2012
C9orf43,1,Sheinfeldt2012
RGS3,1,Sheinfeldt2012
RNF19A,1,Sheinfeldt2012
MAP4K1,1,Sheinfeldt2012
EIF3K,1,Sheinfeldt2012
SAA4,1,Sheinfeldt2012
SAA2,1,Sheinfeldt2012
SAA1,1,Sheinfeldt2012
HPS5,1,Sheinfeldt2012
SASH1,1,Sheinfeldt2012
SEPW1,1,Sheinfeldt2012
TPRX1,1,Sheinfeldt2012
CRX,1,Sheinfeldt2012
RAB11FIP5,1,Sheinfeldt2012
ASAH2B,1,Sheinfeldt2012
A1CF,1,Sheinfeldt2012
SH3BP4,1,Sheinfeldt2012
SH3YL1,1,Sheinfeldt2012
ACP1,1,Sheinfeldt2012
FAM150B,1,Sheinfeldt2012
SIK1,1,Sheinfeldt2012
CCDC6,1,Sheinfeldt2012
SLC30A10,1,Sheinfeldt2012
SLC38A11,1,Sheinfeldt2012
SLC38A4,1,Sheinfeldt2012
SLC38A9,1,Sheinfeldt2012
IL31RA,1,Sheinfeldt2012
IL6ST,1,Sheinfeldt2012
SLC39A12,1,Sheinfeldt2012
SLC6A12,1,Sheinfeldt2012
IQSEC3,1,Sheinfeldt2012
KDM5A,1,Sheinfeldt2012
SLC7A11,1,Sheinfeldt2012
ZCCHC3,1,Sheinfeldt2012
TRIB3,1,Sheinfeldt2012
NRSN2,1,Sheinfeldt2012
DEFB132,1,Sheinfeldt2012
C20orf96,1,Sheinfeldt2012
DEFB129,1,Sheinfeldt2012
RBCK1,1,Sheinfeldt2012
SS18,1,Sheinfeldt2012
ST3GAL1,1,Sheinfeldt2012
STAU2,1,Sheinfeldt2012
SULF1,1,Sheinfeldt2012
SUN2,1,Sheinfeldt2012
DNAL4,1,Sheinfeldt2012
NPTXR,1,Sheinfeldt2012
APOBEC3A,1,Sheinfeldt2012
APOBEC3B,1,Sheinfeldt2012
FBXL2,1,Sheinfeldt2012
SV2C,1,Sheinfeldt2012
IQGAP2,1,Sheinfeldt2012
SYBU,1,Sheinfeldt2012
TBX18,1,Sheinfeldt2012
TCERG1,1,Sheinfeldt2012
GPR151,1,Sheinfeldt2012
TCF7L1,1,Sheinfeldt2012
ELMOD3,1,Sheinfeldt2012
CAPG,1,Sheinfeldt2012
TG,1,Sheinfeldt2012
SLA,1,Sheinfeldt2012
TLE4,1,Sheinfeldt2012
RNF175,1,Sheinfeldt2012
SFRP2,1,Sheinfeldt2012
TM4SF18,1,Sheinfeldt2012
TM4SF1,1,Sheinfeldt2012
TMEM123,1,Sheinfeldt2012
MMP7,1,Sheinfeldt2012
MMP20,1,Sheinfeldt2012
TMEM132D,1,Sheinfeldt2012
TMEM192,1,Sheinfeldt2012
KLHL2,1,Sheinfeldt2012
TSPAN33,1,Sheinfeldt2012
SMO,1,Sheinfeldt2012
AHCYL2,1,Sheinfeldt2012
TP53BP2,1,Sheinfeldt2012
TRA2A,1,Sheinfeldt2012
CCDC126,1,Sheinfeldt2012
TRIM5,1,Sheinfeldt2012
TRIM22,1,Sheinfeldt2012
OR56B1,1,Sheinfeldt2012
OR52N4,1,Sheinfeldt2012
OR52N5,1,Sheinfeldt2012
OR52N1,1,Sheinfeldt2012
OR52N2,1,Sheinfeldt2012
OR52E6,1,Sheinfeldt2012
OR52E8,1,Sheinfeldt2012
TSHZ2,1,Sheinfeldt2012
TSPAN18,1,Sheinfeldt2012
RAD1,1,Sheinfeldt2012
BRIX1,1,Sheinfeldt2012
DNAJC21,1,Sheinfeldt2012
AGXT2,1,Sheinfeldt2012
PRLR,1,Sheinfeldt2012
UBL3,1,Sheinfeldt2012
UCHL5,1,Sheinfeldt2012
TROVE2,1,Sheinfeldt2012
GLRX2,1,Sheinfeldt2012
B3GALT2,1,Sheinfeldt2012
VDAC1,1,Sheinfeldt2012
TCF7,1,Sheinfeldt2012
SKP1,1,Sheinfeldt2012
WDR20,1,Sheinfeldt2012
RAGE,1,Sheinfeldt2012
ZNF839,1,Sheinfeldt2012
CINP,1,Sheinfeldt2012
WDR47,1,Sheinfeldt2012
TAF13,1,Sheinfeldt2012
TMEM167B,1,Sheinfeldt2012
C1orf194,1,Sheinfeldt2012
KIAA1324,1,Sheinfeldt2012
WNT7A,1,Sheinfeldt2012
TPRXL,1,Sheinfeldt2012
WNT9B,1,Sheinfeldt2012
GOSR2,1,Sheinfeldt2012
RPRML,1,Sheinfeldt2012
WTAP,1,Sheinfeldt2012
ACAT2,1,Sheinfeldt2012
TCP1,1,Sheinfeldt2012
MRPL18,1,Sheinfeldt2012
PNLDC1,1,Sheinfeldt2012
MAS1,1,Sheinfeldt2012
FSTL4,1,Sheinfeldt2012
MBP,1,Sheinfeldt2012
ZNF426,1,Sheinfeldt2012
ZNF121,1,Sheinfeldt2012
ZNF561,1,Sheinfeldt2012
ZNF679,1,Sheinfeldt2012
ZNF716,1,Sheinfeldt2012
ZNF784,1,Sheinfeldt2012
ZNF580,1,Sheinfeldt2012
ZNF581,1,Sheinfeldt2012
CCDC106,1,Sheinfeldt2012
U2AF2,1,Sheinfeldt2012
EPN1,1,Sheinfeldt2012
NLRP9,1,Sheinfeldt2012
RFPL4A,1,Sheinfeldt2012
NLRP11,1,Sheinfeldt2012
ZNRF4,1,Sheinfeldt2012
SAFB2,1,Sheinfeldt2012
ZZEF1,1,Sheinfeldt2012
ANKFY1,1,Sheinfeldt2012
CYB5D2,1,Sheinfeldt2012
SNORD45C,1,Sheinfeldt2012
SNORD45A,1,Sheinfeldt2012
SNORD45B,1,Sheinfeldt2012
ARHGEF19-AS1,1,Sheinfeldt2012
MT1XP1,1,Sheinfeldt2012
BMS1P4,1,Sheinfeldt2012
MIR1255B2,1,Sheinfeldt2012
RNU7-38P,1,Sheinfeldt2012
C14orf118,1,Sheinfeldt2012
C9orf133,1,Sheinfeldt2012
CBX3P9,1,Sheinfeldt2012
KRT18P22,1,Sheinfeldt2012
CKAP5,1,Sheinfeldt2012
LRP4,1,Sheinfeldt2012
C11orf49,1,Sheinfeldt2012
COPS8,1,Sheinfeldt2012
COX5BP7,1,Sheinfeldt2012
FUNDC2P4,1,Sheinfeldt2012
EMBP1,1,Sheinfeldt2012
RNU5B-3P,1,Sheinfeldt2012
SELRC1,1,Sheinfeldt2012
RN5S135,1,Sheinfeldt2012
PRSS57,1,Sheinfeldt2012
FTLP17,1,Sheinfeldt2012
GAPDHP45,1,Sheinfeldt2012
MIR34A,1,Sheinfeldt2012
IGFLR1,1,Sheinfeldt2012
HMGB1P19,1,Sheinfeldt2012
RNY4P5,1,Sheinfeldt2012
HMGB1P22,1,Sheinfeldt2012
HMGB1P24,1,Sheinfeldt2012
HMGN2P34,1,Sheinfeldt2012
KCP,1,Sheinfeldt2012
MIR129-1,1,Sheinfeldt2012
RNU7-27P,1,Sheinfeldt2012
LINC00239,1,Sheinfeldt2012
LINC00311,1,Sheinfeldt2012
LINC00449,1,Sheinfeldt2012
CFL1P8,1,Sheinfeldt2012
RNY3P6,1,Sheinfeldt2012
LONRF2P2,1,Sheinfeldt2012
LINC00388,1,Sheinfeldt2012
FEM1AP4,1,Sheinfeldt2012
LINC00387,1,Sheinfeldt2012
TERF1P5,1,Sheinfeldt2012
FAM207BP,1,Sheinfeldt2012
GXYLT1P1,1,Sheinfeldt2012
CNN2P12,1,Sheinfeldt2012
ZNF965P,1,Sheinfeldt2012
LINC00417,1,Sheinfeldt2012
CYP4F34P,1,Sheinfeldt2012
SNX18P26,1,Sheinfeldt2012
MARK2P11,1,Sheinfeldt2012
MCU,1,Sheinfeldt2012
MRPL22P1,1,Sheinfeldt2012
RPL7AP31,1,Sheinfeldt2012
MTND2P19,1,Sheinfeldt2012
MTND1P27,1,Sheinfeldt2012
MTND6P11,1,Sheinfeldt2012
MTND5P24,1,Sheinfeldt2012
MTND4P22,1,Sheinfeldt2012
MTND3P9,1,Sheinfeldt2012
MTND6P17,1,Sheinfeldt2012
MTND5P9,1,Sheinfeldt2012
MTND4P8,1,Sheinfeldt2012
MTND3P3,1,Sheinfeldt2012
RPSAP55,1,Sheinfeldt2012
OR2M1P,1,Sheinfeldt2012
OR7E100P,1,Sheinfeldt2012
C2orf70,1,Sheinfeldt2012
CIB4,1,Sheinfeldt2012
PAPPA-AS1,1,Sheinfeldt2012
MIR548F1,1,Sheinfeldt2012
PMCHL1,1,Sheinfeldt2012
PPIAP10,1,Sheinfeldt2012
PPIAP21,1,Sheinfeldt2012
PPP1R21,1,Sheinfeldt2012
PSMD4P1,1,Sheinfeldt2012
RANP5,1,Sheinfeldt2012
SCARNA2,1,Sheinfeldt2012
MIR548C,1,Sheinfeldt2012
RN5S117,1,Sheinfeldt2012
RPL21P54,1,Sheinfeldt2012
RPL29P30,1,Sheinfeldt2012
RPS18P9,1,Sheinfeldt2012
RPS2P32,1,Sheinfeldt2012
SDHDP6,1,Sheinfeldt2012
RN5S111,1,Sheinfeldt2012
SNRNP40,1,Sheinfeldt2012
ZCCHC17,1,Sheinfeldt2012
FABP3,1,Sheinfeldt2012
SNORA20,1,Sheinfeldt2012
SNORA29,1,Sheinfeldt2012
TAS2R16,1,Sheinfeldt2012
SLC13A1,1,Sheinfeldt2012
TPI1P2,1,Sheinfeldt2012
MIR204,1,Sheinfeldt2012
UBA52P5,1,Sheinfeldt2012
DUTP2,1,Sheinfeldt2012
ZHX1-C8ORF76,1,Sheinfeldt2012
MIR548D1,1,Sheinfeldt2012
TRNAF14P,1,Sheinfeldt2012
MIR1278,1,Sheinfeldt2012
RNU6ATAC3P,1,Sheinfeldt2012
ABCA9-AS1,1,Sheinfeldt2012
NME9,1,Sheinfeldt2012
BMPR1APS1,1,Sheinfeldt2012
SNRPGP7,1,Sheinfeldt2012
BRK1P2,1,Sheinfeldt2012
LINC00379,1,Sheinfeldt2012
ANKRD63,1,Sheinfeldt2012
C13orf44-AS1,1,Sheinfeldt2012
C13orf44-IT1,1,Sheinfeldt2012
LINC00356,1,Sheinfeldt2012
C13orf44,1,Sheinfeldt2012
C8orf75,1,Sheinfeldt2012
CALCP,1,Sheinfeldt2012
GCNT1P5,1,Sheinfeldt2012
CERS6,1,Sheinfeldt2012
CHL1-AS2,1,Sheinfeldt2012
RPS8P6,1,Sheinfeldt2012
CYP51P3,1,Sheinfeldt2012
EEF1A1P10,1,Sheinfeldt2012
EGFEM1P,1,Sheinfeldt2012
MIR551B,1,Sheinfeldt2012
ENOX1-AS1,1,Sheinfeldt2012
CCDC164,1,Sheinfeldt2012
FAM149B2,1,Sheinfeldt2012
RPS7P10,1,Sheinfeldt2012
FOXB1,1,Sheinfeldt2012
FTH1P26,1,Sheinfeldt2012
FTLP19,1,Sheinfeldt2012
GLULP3,1,Sheinfeldt2012
MIR1266,1,Sheinfeldt2012
GRM7-AS1,1,Sheinfeldt2012
HIGD1AP12,1,Sheinfeldt2012
PGCP1,1,Sheinfeldt2012
HIGD1AP5,1,Sheinfeldt2012
SAA2-SAA4,1,Sheinfeldt2012
ST13P5,1,Sheinfeldt2012
HMGB1P5,1,Sheinfeldt2012
HMGN1P32,1,Sheinfeldt2012
SEPT7P8,1,Sheinfeldt2012
MIR512-1,1,Sheinfeldt2012
MIR512-2,1,Sheinfeldt2012
MIR1323,1,Sheinfeldt2012
MIR498,1,Sheinfeldt2012
MIR520E,1,Sheinfeldt2012
MIR515-1,1,Sheinfeldt2012
MIR519E,1,Sheinfeldt2012
MIR520F,1,Sheinfeldt2012
MIR515-2,1,Sheinfeldt2012
MIR519C,1,Sheinfeldt2012
MIR1283-1,1,Sheinfeldt2012
MIR520A,1,Sheinfeldt2012
MIR526B,1,Sheinfeldt2012
MIR519B,1,Sheinfeldt2012
MIR525,1,Sheinfeldt2012
MIR523,1,Sheinfeldt2012
MIR518F,1,Sheinfeldt2012
MIR520B,1,Sheinfeldt2012
MIR518B,1,Sheinfeldt2012
MIR526A1,1,Sheinfeldt2012
MIR520C,1,Sheinfeldt2012
MIR518C,1,Sheinfeldt2012
MIR524,1,Sheinfeldt2012
MIR517A,1,Sheinfeldt2012
MIR519D,1,Sheinfeldt2012
MIR521-2,1,Sheinfeldt2012
MIR520D,1,Sheinfeldt2012
MIR517B,1,Sheinfeldt2012
MIR520G,1,Sheinfeldt2012
MIR516B2,1,Sheinfeldt2012
MIR526A2,1,Sheinfeldt2012
MIR518E,1,Sheinfeldt2012
MIR518A1,1,Sheinfeldt2012
MIR518D,1,Sheinfeldt2012
MIR516B1,1,Sheinfeldt2012
MIR518A2,1,Sheinfeldt2012
MIR517C,1,Sheinfeldt2012
MIR520H,1,Sheinfeldt2012
MIR521-1,1,Sheinfeldt2012
MIR522,1,Sheinfeldt2012
MIR519A1,1,Sheinfeldt2012
MIR527,1,Sheinfeldt2012
MIR516A1,1,Sheinfeldt2012
MIR1283-2,1,Sheinfeldt2012
MIR516A2,1,Sheinfeldt2012
MIR519A2,1,Sheinfeldt2012
MIR371,1,Sheinfeldt2012
MIR372,1,Sheinfeldt2012
MIR373,1,Sheinfeldt2012
HNRNPA1P23,1,Sheinfeldt2012
HPRTP4,1,Sheinfeldt2012
HPRTP3,1,Sheinfeldt2012
VSTM5,1,Sheinfeldt2012
HSPD1P1,1,Sheinfeldt2012
IFIT6P,1,Sheinfeldt2012
LRRC72,1,Sheinfeldt2012
ITCH-IT1,1,Sheinfeldt2012
FDX1P1,1,Sheinfeldt2012
MIR644,1,Sheinfeldt2012
ATP5G1P8,1,Sheinfeldt2012
KLRD1,1,Sheinfeldt2012
KLRC4,1,Sheinfeldt2012
KLRC3,1,Sheinfeldt2012
KLRC2,1,Sheinfeldt2012
KLRC1,1,Sheinfeldt2012
KRT8P42,1,Sheinfeldt2012
CHCHD2P4,1,Sheinfeldt2012
KRT8P7,1,Sheinfeldt2012
LINC00167,1,Sheinfeldt2012
TCEB2P2,1,Sheinfeldt2012
RPL34P21,1,Sheinfeldt2012
LINC00290,1,Sheinfeldt2012
LINC00322,1,Sheinfeldt2012
LINC00319,1,Sheinfeldt2012
LINC00313,1,Sheinfeldt2012
LINC00323,1,Sheinfeldt2012
BACE2-IT1,1,Sheinfeldt2012
TMPRSS3,1,Sheinfeldt2012
LINC00331,1,Sheinfeldt2012
HSPD1P8,1,Sheinfeldt2012
CCT5P2,1,Sheinfeldt2012
LINC00478,1,Sheinfeldt2012
DNAAF1,1,Sheinfeldt2012
RN5S151,1,Sheinfeldt2012
MRPL50P4,1,Sheinfeldt2012
MSNP1,1,Sheinfeldt2012
MTND2P7,1,Sheinfeldt2012
MTND4P25,1,Sheinfeldt2012
MTND5P27,1,Sheinfeldt2012
MTND6P7,1,Sheinfeldt2012
RN5S137,1,Sheinfeldt2012
MYO16,1,Sheinfeldt2012
NAV2-AS5,1,Sheinfeldt2012
NAV2-AS4,1,Sheinfeldt2012
NDUFB11P1,1,Sheinfeldt2012
PGAM1P9,1,Sheinfeldt2012
NPM1P22,1,Sheinfeldt2012
OR7E111P,1,Sheinfeldt2012
OR7E33P,1,Sheinfeldt2012
NTM-IT2,1,Sheinfeldt2012
TLK1P1,1,Sheinfeldt2012
OR1H1P,1,Sheinfeldt2012
OR56B2P,1,Sheinfeldt2012
OR52N3P,1,Sheinfeldt2012
OR52E7P,1,Sheinfeldt2012
OR7E25P,1,Sheinfeldt2012
OR7H1P,1,Sheinfeldt2012
ZNF559-ZNF177,1,Sheinfeldt2012
PABPC4L,1,Sheinfeldt2012
TRNAL44P,1,Sheinfeldt2012
